date,acid_dosing_pct,bleaching_earth_dosing_pct,feed_tank,feed_ffa_pct,feed_mi_pct,feed_iv,feed_dobi,feed_car_pv,feed_p_ppm,feed_type,rbd_tank,rbd_ffa_pct,rbd_mi_pct,rbd_iv,rbd_pv,rbd_color,rbd_odor,rbd_p_ppm,rbd_type,sheet_name,month,time_trend,missing_transition_phase,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,log_feed_ffa_pct,log_feed_p_ppm,log_rbd_p_ppm
2025-06-27,0.065,0.9,TK3,4.35,0.22,52.495000000000005,2.23,458.0,27.4,CPO,ST14,0.0701666666666666,0.0125,52.39,0.0,2.283333333333333,8.0,2.4,RBDPO,June 2025,6,178,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6770965609079151,3.3463891451671604,1.2237754316221157
2025-06-28,0.065,0.9,TK3,4.125,0.205,52.455,2.175,452.0,26.1,CPO,ST14,0.0695833333333333,0.0115,52.315,0.0,2.233333333333333,8.0,2.8,RBDPO,June 2025,6,179,0,0,0,0,0,0,1,0,0,0,0,0,0,1.634130525024472,3.299533727885655,1.33500106673234
2025-06-29,0.065,1.02,TK3,4.525,0.195,52.36,2.135,444.5,24.9,CPO,ST14,0.070090909090909,0.011,52.296666666666674,0.0,2.441666666666666,8.0,3.9875000000000007,RBDPO,June 2025,6,180,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7092832474038167,3.254242968705492,1.606934782215982
2025-06-30,0.065,1.1,TK3,4.415,0.22,52.31562499999999,2.23,448.0,22.2,CPO,ST14,0.069,0.0125,52.10875,0.0,2.3666666666666667,8.0,3.3,RBDPO,June 2025,6,181,0,0,0,0,0,0,1,0,0,0,0,0,0,1.689172880452954,3.1441522786722644,1.4586150226995167
2025-07-01,0.065,0.95,TK3,4.055,0.225,52.515,2.1399999999999997,420.5,22.8,CPO,ST14/ST15,0.0694166666666666,0.012,52.365,0.0,2.2,8.0,3.1,RBDPO,July 2025,7,182,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6203778524724346,3.169685580677429,1.410986973710262
2025-07-02,0.065,0.9,TK3,4.335,0.225,52.49,2.23,447.5,28.4,CPO,ST15/ST14,0.0702499999999999,0.012,52.419999999999995,0.0,2.2666666666666666,8.0,2.7,RBDPO,July 2025,7,183,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6742888847537167,3.380994674344636,1.308332819650179
2025-07-03,0.065,0.9,TK3,4.305,0.205,52.545,2.2249999999999996,456.0,23.6,CPO,ST15/ST14,0.0688461538461538,0.011,52.38250000000001,0.0,2.138461538461539,8.0,3.2,RBDPO,July 2025,7,184,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6686497720659463,3.202746442938317,1.4350845252893227
2025-07-04,0.065,0.808333333,TK3,4.21,0.205,52.56,2.0999999999999996,423.0,26.4,CPO,ST15/ST14,0.0685833333333333,0.011,52.5275,0.0,2.1333333333333333,8.0,1.8,RBDPO,July 2025,7,185,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6505798557652755,3.3105430133940246,1.0296194171811583
2025-07-05,0.065,0.8,TK3,4.39,0.21,52.44,2.085,417.5,22.7,CPO,ST14,0.0741538461538461,0.011,52.56,0.0,2.1461538461538465,8.0,2.4,RBDPO,July 2025,7,186,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6845453849209058,3.1654750481410856,1.2237754316221157
2025-07-06,0.066,0.85,TK3,4.535,0.23,52.465,2.155,429.5,26.0,CPO,ST14/ST15,0.0710833333333333,0.0125,52.43333333333334,0.0,2.325,8.0,3.0,RBDPO,July 2025,7,187,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7110915661606003,3.295836866004329,1.3862943611198906
2025-07-07,0.067,0.93,TK3,4.6899999999999995,0.22,52.375,2.1399999999999997,439.5,31.3,CPO,ST15/ST14,0.071,0.013,52.138958333333335,0.0,2.24,8.0,2.4,RBDPO,July 2025,7,188,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7387102481382395,3.475067230228611,1.2237754316221157
2025-07-08,0.067,0.88,TK3,4.3100000000000005,0.215,52.57,2.185,447.5,21.8,CPO,ST14/ST15,0.0746153846153846,0.012,52.69,0.0,2.1461538461538465,8.0,2.2,RBDPO,July 2025,7,189,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6695918352538475,3.126760535960395,1.1631508098056809
2025-07-09,0.067,0.87,TK3,4.42,0.22,52.5,2.155,433.0,18.8,CPO,ST15/ST14,0.0706666666666666,0.0125,52.575,0.0,2.1166666666666667,8.0,2.5,RBDPO,July 2025,7,190,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6900958154515549,2.9856819377004897,1.252762968495368
2025-07-10,0.067,0.82,TK3,4.390000000000001,0.22,52.685,2.145,432.0,24.3,CPO,ST15/ST14,0.0712461538461538,0.011,52.629999999999995,0.0,2.0615384615384618,8.0,2.5,RBDPO,July 2025,7,191,0,0,0,0,0,0,0,1,0,0,0,0,0,1.684545384920906,3.2308043957334744,1.252762968495368
2025-07-11,0.067,0.8,TK3,4.27,0.23,52.39,2.2350000000000003,438.5,29.0,CPO,ST15/ST14,0.0695,0.0125,52.345,0.0,2.027272727272728,8.0,2.4,RBDPO,July 2025,7,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6620303625532709,3.4011973816621555,1.2237754316221157
2025-07-12,0.067,0.74,TK3,4.2,0.235,52.52,2.24,439.5,26.9,CPO,ST15/ST14,0.0709166666666666,0.012,52.44333333333333,0.0,2.041666666666667,8.0,2.6,RBDPO,July 2025,7,193,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6486586255873816,3.32862668882732,1.2809338454620642
2025-07-13,0.067,0.7,TK3,4.27,0.215,52.629999999999995,2.26,458.5,30.2,CPO,ST14/ST15,0.0722307692307692,0.0125,52.61333333333334,0.0,2.084615384615385,8.0,2.8,RBDPO,July 2025,7,194,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6620303625532709,3.4404180948154366,1.33500106673234
2025-07-14,0.067,0.7,TK3,4.4,0.215,52.385,2.245,462.5,23.2,CPO,ST15/ST14,0.07572435897435899,0.012,52.398,0.0,2.3285714285714283,8.0,3.3,RBDPO,July 2025,7,195,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6863989535702288,3.186352633162641,1.4586150226995167
2025-07-15,0.067,0.8,TK3,4.47,0.21,52.25625000000001,2.19,436.0,20.0,CPO,ST15,0.07572435897435899,0.011,52.31,0.0,2.3,8.0,2.7,RBDPO,July 2025,7,196,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6992786164338898,3.044522437723423,1.308332819650179
2025-07-16,0.067,1.03,TK3,3.71,0.22,52.45,2.2,449.0,19.6,CPO,ST14,0.0632371794871794,0.012,52.138958333333335,0.0,2.025,8.0,2.7,RBDPO,July 2025,7,197,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5496879080283263,3.0252910757955354,1.308332819650179
2025-07-17,0.067,0.75,TK3,3.6012499999999985,0.22,52.445,2.065,426.5,16.5,CPO,ST14/ST15,0.07572435897435899,0.011,52.49,0.0,1.9769230769230772,8.0,1.6,RBDPO,July 2025,7,198,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5263280057110935,2.8622008809294686,0.9555114450274363
2025-07-18,0.067,0.66,TK3/NT2/TK3,3.94,0.2266666666666666,52.46666666666667,2.283333333333333,460.3333333333333,22.5,CPO,ST14/ST15,0.068,0.0139999999999999,52.5925,0.0,2.0416666666666674,8.0,2.0,RBDPO,July 2025,7,199,0,0,0,0,0,0,0,1,0,0,0,0,0,1.597365331199831,3.1570004211501135,1.0986122886681098
2025-07-19,0.067,0.65,TK3,4.035,0.225,52.58,2.265,455.5,21.7,CPO,ST14,0.0681666666666666,0.013,52.54,0.0,2.25,8.0,2.3,RBDPO,July 2025,7,200,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6164135261705257,3.122364924487357,1.1939224684724346
2025-07-20,0.067,0.7,TK3,4.265000000000001,0.22,52.64,2.295,465.0,22.2,CPO,ST14/ST15,0.0686153846153846,0.0125,52.81333333333333,0.0,2.223076923076923,8.0,2.0,RBDPO,July 2025,7,201,0,0,0,0,0,0,0,1,0,0,0,0,0,1.661081145585939,3.1441522786722644,1.0986122886681098
2025-07-21,0.067,0.7,TK3/NT2/TK3/NT3,4.57,0.24208333333333326,52.538,2.1,440.4,22.9,CPO,ST15/ST14,0.0676666666666666,0.012,52.6675,0.0,2.2250000000000005,8.0,2.2,RBDPO,July 2025,7,202,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7173950539391927,3.173878458937465,1.1631508098056809
2025-07-22,0.067,0.8,NT2/TK3,4.753333333333333,0.24208333333333326,52.593333333333334,2.1199999999999997,437.6666666666667,22.3,CPO,ST11/ST15,0.0632371794871794,0.0115,52.83,0.0,1.9666666666666668,8.0,1.2,RBDPO,July 2025,7,203,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7497793969871722,3.1484533605716547,0.7884573603642702
2025-07-23,0.067,0.78,TK3,4.405,0.22,52.535,2.13,432.5,24.9,CPO,ST15/ST14,0.0654166666666666,0.012,52.5925,0.0,2.1249999999999996,8.0,1.5,RBDPO,July 2025,7,204,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6873244510911716,3.254242968705492,0.9162907318741551
2025-07-24,0.067,0.73,TK3,4.32,0.235,52.504999999999995,2.295,459.0,26.1,CPO,ST14/ST15,0.0669166666666666,0.012,52.57750000000001,0.0,2.0833333333333335,8.0,1.3,RBDPO,July 2025,7,205,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6714733033535532,3.299533727885655,0.832909122935104
2025-07-25,0.067,0.7,TK3,4.255,0.23,52.605,2.325,465.5,26.9,CPO,ST15/ST14,0.0679230769230769,0.013,52.5375,0.0,2.092307692307693,8.0,1.6,RBDPO,July 2025,7,206,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6591800043289144,3.32862668882732,0.9555114450274363
2025-07-26,0.067,0.7,TK3,4.255,0.21,52.54,2.26,455.0,25.0,CPO,ST15/ST14,0.0689230769230769,0.012,52.44,0.0,1.992307692307692,8.0,2.3,RBDPO,July 2025,7,207,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6591800043289144,3.258096538021482,1.1939224684724346
2025-07-27,0.067,0.7,TK3,4.335,0.225,52.39,2.26,455.0,23.2,CPO,ST14,0.0675833333333333,0.012,52.42666666666667,0.0,2.0,8.0,2.1,RBDPO,July 2025,7,208,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6742888847537167,3.186352633162641,1.1314021114911006
2025-07-28,0.067,0.7,TK3,4.1,0.215,52.385000000000005,2.33,464.5,22.7,CPO,ST15/ST14,0.0679166666666666,0.012,52.43,0.0,2.058333333333334,8.0,1.8,RBDPO,July 2025,7,209,0,0,0,0,0,0,0,1,0,0,0,0,0,1.62924053973028,3.1654750481410856,1.0296194171811583
2025-07-29,0.067,0.7,TK3,4.04,0.225,52.515,2.28,456.0,21.5,CPO,ST15/ST14,0.0670833333333333,0.011,52.623333333333335,0.0,1.9916666666666665,8.0,2.2,RBDPO,July 2025,7,210,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6174060820832772,3.1135153092103742,1.1631508098056809
2025-07-30,0.067,0.69,TK3,4.02,0.225,52.6,2.22,454.0,23.1,CPO,ST15/ST14,0.0686923076923076,0.0125,52.6125,0.0,1.9538461538461536,8.0,1.6,RBDPO,July 2025,7,211,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6134299337036377,3.1822118404966093,0.9555114450274363
2025-07-31,0.067,0.7,TK3,3.955,0.2249999999999999,52.614999999999995,2.295,466.0,26.6,CPO,ST15/ST14,0.0679230769230769,0.0115,52.84,0.0,2.0153846153846153,8.0,2.6,RBDPO,July 2025,7,212,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6003971677819513,3.3178157727231046,1.2809338454620642
2025-08-01,0.067,0.7,TK3,3.88,0.215,52.75,2.26,449.0,23.5,CPO,ST14,0.0665833333333333,0.012,52.905,0.0,1.9083333333333332,8.0,1.6500000000000004,RBDPO,August 2025,8,213,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5851452198650557,3.1986731175506815,0.974559639998131
2025-08-02,0.067,0.7,TK3,4.195,0.22,52.53,2.3049999999999997,459.0,19.7,CPO,ST14,0.0684166666666666,0.012,52.510000000000005,0.0,1.8500000000000003,8.0,2.2,RBDPO,August 2025,8,214,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6476966245511908,3.0301337002713233,1.1631508098056809
2025-08-03,0.067,0.7,TK3,4.145,0.21,52.5,2.26,454.5,18.5,CPO,ST14,0.0648333333333333,0.0115,52.349999999999994,0.0,1.8916666666666664,8.0,1.6500000000000004,RBDPO,August 2025,8,215,0,0,0,0,0,0,0,0,1,0,0,0,0,1.638025369286013,2.970414465569701,0.974559639998131
2025-08-04,0.067,0.6,TK3,3.835,0.225,52.58,2.27,441.0,22.3,CPO,ST14,0.0678333333333333,0.012,52.585,0.0,1.9916666666666665,8.0,1.9,RBDPO,August 2025,8,216,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5758811289052577,3.1484533605716547,1.0647107369924282
2025-08-05,0.067,0.6,TK3,3.895,0.225,52.55,2.3,463.5,21.0,CPO,ST14,0.0696666666666666,0.0125,52.620000000000005,0.0,2.016666666666667,8.0,2.4,RBDPO,August 2025,8,217,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5882142759824738,3.091042453358316,1.2237754316221157
2025-08-06,0.067,0.6,TK3,3.805,0.23,52.39,2.355,467.0,20.8,CPO,ST14,0.0706666666666666,0.012,52.72,0.0,2.1000000000000005,8.0,2.8499999999999996,RBDPO,August 2025,8,218,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5696570424222558,3.0819099697950434,1.3480731482996928
2025-08-07,0.067,0.6,TK3,4.055,0.22,52.620000000000005,2.21,447.0,22.1,CPO,ST14,0.0721666666666666,0.011,52.68,0.0,2.1166666666666667,8.0,2.2,RBDPO,August 2025,8,219,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6203778524724346,3.139832617527748,1.1631508098056809
2025-08-08,0.067,0.6,TK3,3.99,0.21,52.485,2.2,448.0,18.4,CPO,ST14,0.0709230769230769,0.011,52.48,0.0,2.030769230769231,8.0,1.9,RBDPO,August 2025,8,220,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6074359097634274,2.9652730660692823,1.0647107369924282
2025-08-09,0.067,0.6,TK3,4.02,0.215,52.28249999999999,2.2350000000000003,452.0,20.6,CPO,ST14,0.0689999999999999,0.0115,52.335,0.0,2.0916666666666672,8.0,2.3,RBDPO,August 2025,8,221,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6134299337036377,3.0726933146901194,1.1939224684724346
2025-08-10,0.067,0.6,TK3,3.915,0.225,52.395,2.265,456.5,21.8,CPO,ST14,0.0696666666666666,0.0115,52.35,0.0,2.1250000000000004,8.0,2.3,RBDPO,August 2025,8,222,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5922917535991299,3.126760535960395,1.1939224684724346
2025-08-11,0.067,0.6,TK3,4.0649999999999995,0.205,52.655,2.2249999999999996,437.0,19.9,CPO,ST14,0.0721428571428571,0.011,52.65,0.0,2.1214285714285723,8.0,2.1,RBDPO,August 2025,8,223,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6223541377006465,3.039749158970765,1.1314021114911006
2025-08-12,0.067,0.6,TK3,4.145,0.215,52.685,2.38,512.0,20.7,CPO,ST14,0.0694166666666666,0.011,52.87,0.0,2.1000000000000005,8.0,2.6,RBDPO,August 2025,8,224,0,0,0,0,0,0,0,0,1,0,0,0,0,1.638025369286013,3.077312260546414,1.2809338454620642
2025-08-13,0.067,0.6,TK3,4.119999999999999,0.22,52.445,2.3200000000000003,485.0,24.2,CPO,ST14/ST15,0.0705384615384615,0.012,52.51,0.0,2.146153846153847,8.0,2.4,RBDPO,August 2025,8,225,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6331544390514163,3.2268439945173775,1.2237754316221157
2025-08-14,0.067,0.6,TK3,4.085,0.22,52.49,2.325,483.5,20.7,CPO,ST14,0.0681666666666666,0.012,52.645,0.0,2.0916666666666672,8.0,2.7,RBDPO,August 2025,8,226,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6262950295005232,3.077312260546414,1.308332819650179
2025-08-15,0.07,0.6,TK3,4.365,0.215,52.495000000000005,2.28,471.0,21.8,CPO,ST14,0.0714166666666666,0.0115,52.575,0.0,2.1166666666666667,8.0,2.5,RBDPO,August 2025,8,227,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6798963760826617,3.126760535960395,1.252762968495368
2025-08-16,0.067,0.6,TK3,4.205,0.225,52.620000000000005,2.25,468.5,20.5,CPO,ST14/ST15,0.0652857142857143,0.012,52.586666666666666,0.0,2.142857142857143,8.0,2.2,RBDPO,August 2025,8,228,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6496197020669323,3.068052935133617,1.1631508098056809
2025-08-17,0.067,0.6066666666666667,TK3,4.217,0.22433333333333333,52.61566666666667,2.2523333333333335,468.6333333333333,20.7,CPO,ST14/ST15,0.0659371794871795,0.012,52.577333333333335,0.0,2.128148148148148,8.0,2.206666666666667,RBDPO,August 2025,8,229,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6519225240402555,3.077312260546414,1.1652319760095056
2025-08-18,0.067,0.6133333333333333,TK3,4.229,0.22366666666666668,52.611333333333334,2.2546666666666666,468.76666666666665,20.9,CPO,ST14/ST15,0.0665886446886447,0.012,52.568,0.0,2.1134391534391535,8.0,2.2133333333333334,RBDPO,August 2025,8,230,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6542200552059936,3.086486636822455,1.1673088199543447
2025-08-19,0.067,0.62,TK3,4.241,0.223,52.607000000000006,2.257,468.9,21.1,CPO,ST14/ST15,0.06724010989010991,0.012,52.55866666666667,0.0,2.0987301587301586,8.0,2.22,RBDPO,August 2025,8,231,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6565123198200291,3.095577608523707,1.169381359556317
2025-08-20,0.067,0.6266666666666666,TK3,4.253,0.22233333333333333,52.60266666666667,2.259333333333333,469.03333333333336,21.3,CPO,ST14/ST15,0.0678915750915751,0.012,52.54933333333333,0.0,2.084021164021164,8.0,2.2266666666666666,RBDPO,August 2025,8,232,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6587993419718245,3.104586678466073,1.171449612620376
2025-08-21,0.067,0.6333333333333333,TK3,4.265,0.22166666666666668,52.598333333333336,2.2616666666666667,469.1666666666667,21.5,CPO,ST14/ST15,0.06854304029304031,0.012,52.54,0.0,2.069312169312169,8.0,2.2333333333333334,RBDPO,August 2025,8,233,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6610811455859387,3.1135153092103742,1.1735135968412274
2025-08-22,0.067,0.64,TK3,4.277,0.221,52.594,2.2640000000000002,469.3,21.7,CPO,ST14/ST15,0.06919450549450551,0.012,52.53066666666667,0.0,2.0546031746031748,8.0,2.24,RBDPO,August 2025,8,234,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6633577544235307,3.122364924487357,1.1755733298042381
2025-08-23,0.067,0.6466666666666666,TK3,4.289,0.22033333333333333,52.589666666666666,2.2663333333333333,469.43333333333334,21.9,CPO,ST14/ST15,0.06984597069597072,0.012,52.52133333333333,0.0,2.03989417989418,8.0,2.2466666666666666,RBDPO,August 2025,8,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6656291920838429,3.131136910560194,1.177628828986334
2025-08-24,0.067,0.6533333333333333,TK3,4.301,0.21966666666666668,52.58533333333334,2.268666666666667,469.56666666666666,22.1,CPO,ST14/ST15,0.07049743589743591,0.012,52.512,0.0,2.0251851851851854,8.0,2.2533333333333334,RBDPO,August 2025,8,236,0,0,0,0,0,0,0,0,1,0,0,0,0,1.667895482005669,3.139832617527748,1.1796801117568914
2025-08-25,0.067,0.6599999999999999,TK3,4.313,0.219,52.581,2.271,469.7,22.3,CPO,ST14/ST15,0.07114890109890112,0.012,52.50266666666666,0.0,2.0104761904761905,8.0,2.26,RBDPO,August 2025,8,237,0,0,0,0,0,0,0,0,1,0,0,0,0,1.670156647468806,3.1484533605716547,1.1817271953786161
2025-08-26,0.067,0.6666666666666666,TK3,4.325,0.21833333333333332,52.57666666666667,2.2733333333333334,469.8333333333333,22.5,CPO,ST14/ST15,0.07180036630036632,0.012,52.49333333333333,0.0,1.9957671957671959,8.0,2.2666666666666666,RBDPO,August 2025,8,238,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6724127115954888,3.1570004211501135,1.1837700970084166
2025-08-27,0.067,0.6733333333333333,TK3,4.337,0.21766666666666667,52.57233333333333,2.275666666666667,469.96666666666664,22.7,CPO,ST14/ST15,0.07245183150183153,0.012,52.484,0.0,1.9810582010582012,8.0,2.2733333333333334,RBDPO,August 2025,8,239,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6746636973518076,3.1654750481410856,1.1858088336982648
2025-08-28,0.067,0.6799999999999999,TK3,4.349,0.217,52.568,2.278,470.1,22.9,CPO,ST14/ST15,0.07310329670329672,0.012,52.474666666666664,0.0,1.9663492063492065,8.0,2.28,RBDPO,August 2025,8,240,0,0,0,0,0,0,0,0,1,0,0,0,0,1.676909627549113,3.173878458937465,1.1878434223960523
2025-08-29,0.067,0.6866666666666666,TK3,4.361,0.21633333333333332,52.56366666666667,2.2803333333333335,470.23333333333335,23.1,CPO,ST14/ST15,0.07375476190476193,0.012,52.465333333333334,0.0,1.9516402116402118,8.0,2.2866666666666666,RBDPO,August 2025,8,241,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6791505248454006,3.1822118404966093,1.1898738799464343
2025-08-30,0.067,0.6933333333333332,TK3,4.373,0.21566666666666667,52.559333333333335,2.2826666666666666,470.3666666666667,23.3,CPO,ST14/ST15,0.07440622710622713,0.012,52.455999999999996,0.0,1.9369312169312172,8.0,2.293333333333333,RBDPO,August 2025,8,242,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6813864117466844,3.190476350346503,1.1919002230916667
2025-08-31,0.067,0.7,TK3,4.385,0.215,52.555,2.285,470.5,23.5,CPO,ST15/ST14,0.07505769230769234,0.012,52.446666666666665,0.0,1.9222222222222225,8.0,2.3,RBDPO,August 2025,8,243,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6836173106083518,3.1986731175506815,1.1939224684724346
2025-10-01,0.065,1.0,TK3,4.275,0.22,52.855,2.2,456.0,25.7,CPO,ST15,0.0648333333333333,0.012,52.95,0.0,2.1000000000000005,8.0,3.4,RBDPO,October 2025,10,244,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6629786793621302,3.2846635654062037,1.4816045409242156
2025-10-02,0.065,1.0,TK3,4.215,0.22,52.815,2.1900000000000004,459.0,27.4,CPO,ST15,0.06625,0.0125,52.955,0.0,2.0583333333333336,8.0,2.4,RBDPO,October 2025,10,245,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6515390884527357,3.3463891451671604,1.2237754316221157
2025-10-03,0.065,0.9,TK3,4.375,0.215,52.834999999999994,2.215,448.5,29.8,CPO,ST12/ST15,0.0648333333333333,0.011,52.94,0.0,2.0916666666666672,8.0,2.5,RBDPO,October 2025,10,246,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6817585740137264,3.427514689979529,1.252762968495368
2025-10-04,0.07,1.0,TK3,4.215,0.225,52.81,2.2350000000000003,446.5,30.7,CPO,ST12/ST15,0.0677499999999999,0.0125,52.86,0.0,2.1333333333333333,8.0,4.750000000000001,RBDPO,October 2025,10,247,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6515390884527357,3.456316680883235,1.7491998548092593
2025-10-05,0.07,1.2,TK3,4.145,0.225,52.74,2.245,445.0,28.2,CPO,ST12,0.0644166666666666,0.012,52.83,0.0,2.0916666666666672,8.0,3.4,RBDPO,October 2025,10,248,1,0,0,0,0,0,0,0,0,0,1,0,0,1.638025369286013,3.374168709274236,1.4816045409242156
2025-10-06,0.07,1.1,TK3,4.25,0.215,52.754999999999995,2.2649999999999997,459.0,27.0,CPO,ST12,0.0617499999999999,0.0115,52.870000000000005,0.0,2.075,8.0,2.0,RBDPO,October 2025,10,249,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6582280766035324,3.332204510175204,1.0986122886681098
2025-10-07,0.075,0.9,TK3,4.175000000000001,0.22,52.55,2.22,456.5,26.0,CPO,ST12/ST14,0.0635,0.012,52.63666666666666,0.0,2.0833333333333335,8.0,2.1,RBDPO,October 2025,10,250,1,0,0,0,0,0,0,0,0,0,1,0,0,1.643839339151433,3.295836866004329,1.1314021114911006
2025-10-08,0.075,0.9,TK3,3.995,0.2125,52.82,2.23,455.0,25.3,CPO,ST14,0.0645,0.011,53.00666666666666,0.0,2.025,8.0,1.8,RBDPO,October 2025,10,251,1,0,0,0,0,0,0,0,0,0,1,0,0,1.608437412100517,3.269568939183719,1.0296194171811583
2025-10-09,0.075,1.0,TK3,4.1899999999999995,0.22,52.879999999999995,2.134375,440.5,28.1,CPO,ST14,0.0645,0.0125,52.97666666666667,0.0,2.108333333333334,8.0,3.1,RBDPO,October 2025,10,252,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6467336971777973,3.370738174177447,1.410986973710262
2025-10-10,0.075,1.0,TK3,4.12,0.225,53.025,2.27,440.5,26.9,CPO,ST14,0.068,0.0125,53.065,0.0,2.1333333333333337,8.0,2.9,RBDPO,October 2025,10,253,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6331544390514163,3.32862668882732,1.3609765531356006
2025-10-11,0.075,1.0,TK3,4.18,0.23,52.855,2.24,446.0,25.0,CPO,ST14,0.0688333333333333,0.012,52.97,0.0,2.066666666666667,8.0,2.6,RBDPO,October 2025,10,254,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6448050562713916,3.258096538021482,1.2809338454620642
2025-10-12,0.075,1.0,TK3,4.255000000000001,0.22,52.71,2.2649999999999997,457.0,26.9,CPO,ST14,0.0668181818181818,0.012,52.805,0.0,2.063636363636364,8.0,3.2,RBDPO,October 2025,10,255,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6591800043289147,3.32862668882732,1.4350845252893227
2025-10-13,0.075,0.95,TK3,4.220000000000001,0.225,52.62,2.225,455.0,25.0,CPO,ST14,0.0647692307692307,0.012,52.52,0.0,2.053846153846154,8.0,2.2,RBDPO,October 2025,10,256,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6524974018945475,3.258096538021482,1.1631508098056809
2025-10-14,0.075,0.9,TK3,4.15,0.22,52.6,2.215,451.0,25.8,CPO,ST14,0.061,0.011,52.68,0.0,2.0500000000000003,8.0,2.3,RBDPO,October 2025,10,257,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6389967146756448,3.288401887516811,1.1939224684724346
2025-10-15,0.075,0.95,TK3,4.029999999999999,0.22,52.465,2.2350000000000003,458.0,25.9,CPO,ST14/ST15,0.059,0.0115,52.56,0.0,2.0461538461538464,8.0,2.6,RBDPO,October 2025,10,258,1,0,0,0,0,0,0,0,0,0,1,0,0,1.6154199841116477,3.292126286607793,1.2809338454620642
2025-10-16,0.075,0.9,TK3,3.95,0.22,52.59,2.305,469.0,24.1,CPO,ST14,0.0607499999999999,0.012,52.56,0.0,2.0,8.0,1.5,RBDPO,October 2025,10,259,1,0,0,0,0,0,0,0,0,0,1,0,0,1.599387576580599,3.2228678461377385,0.9162907318741551
